AÑO;MES;ENTIDAD_PRESTADORA;CONCESION;UNIDAD_DE_PEAJE;SENTIDO_DE_COBRO_EN_UNIDAD_DE_PEAJE;TOTAL_VEHICULOS_PAGANTES;TOTAL_VEHICULO_EXONERADOS;TOTAL_DE_VEHICULOS_EXONERADOS_EVENTOS_EXTRAORDINARIOS;TOTAL_VEHICULOS_EVADIDOS
1900;1;CONCESIONARIA VIAL DEL SOL S.A.;AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA;UP BAYOVAR;ASCENDENTE;0;0;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;5195;12;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2805;9;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;2703;23;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2174;5;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2772;6;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2841;9;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;3639;16;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3547;18;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2319;16;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;3204;8;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2733;7;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4571;35;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2605;11;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4285;29;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2889;15;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2584;16;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4511;20;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4567;29;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;5215;39;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4672;21;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2817;16;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;1380;12;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;2601;32;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2630;11;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4389;22;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4376;24;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2761;6;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;1944;24;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;3037;9;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;5018;15;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2303;24;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;3494;24;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2797;21;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;3487;17;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2661;22;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3877;26;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2690;10;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2673;25;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2700;24;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4023;24;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2697;24;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;2880;28;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2592;20;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4945;14;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2266;8;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4947;34;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2937;12;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2726;25;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2516;21;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2651;43;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;3237;13;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2790;4;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2576;20;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4621;31;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4689;29;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2581;22;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2588;34;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3754;20;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2418;20;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3323;30;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;3042;14;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;3038;24;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2588;16;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2601;22;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4225;18;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4547;31;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2925;11;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2924;10;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2898;7;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4560;33;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4620;24;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4760;34;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4768;35;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4684;33;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2554;13;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4901;27;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;3409;28;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4543;39;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4629;25;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4646;22;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4989;14;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2253;16;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4660;32;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2980;6;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2827;14;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;2724;9;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4959;23;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2680;24;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2921;24;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4638;33;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2950;12;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2873;28;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;1928;20;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4223;45;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3685;27;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3700;21;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2827;9;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;3021;25;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2744;22;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;1915;22;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3120;24;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;3289;8;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3523;33;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3588;36;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4837;35;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4775;20;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;3150;17;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;5025;24;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2788;14;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2671;20;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4664;37;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4849;16;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2963;7;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2831;5;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4711;13;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2734;19;0;0
2019;1;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2847;7;0;0
