AÑO;MES;ENTIDAD_PRESTADORA;CONCESION;UNIDAD_DE_PEAJE;SENTIDO_DE_COBRO_EN_UNIDAD_DE_PEAJE;TOTAL_VEHICULOS_PAGANTES;TOTAL_VEHICULO_EXONERADOS;TOTAL_DE_VEHICULOS_EXONERADOS_EVENTOS_EXTRAORDINARIOS;TOTAL_VEHICULOS_EVADIDOS
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2006;22;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;DESCENDENTE;2788;35;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3005;23;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;7406;16;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2593;23;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2542;15;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;5634;28;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4002;31;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4444;11;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;3840;9;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2315;4;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;2236;19;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;3952;24;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;DESCENDENTE;2315;30;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;2832;29;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4057;30;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;1536;15;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;1910;29;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2365;13;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2201;12;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2644;8;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;3207;45;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2098;20;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2328;16;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;3894;9;0;0
2019;7;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2374;22;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4573;14;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2337;20;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3316;20;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3161;17;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2858;18;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2640;23;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2591;21;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;1899;17;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;DESCENDENTE;2979;21;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2903;20;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4107;30;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2409;12;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3811;29;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;3755;14;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;DESCENDENTE;3257;31;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2451;9;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2488;14;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;DESCENDENTE;3091;20;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;3355;28;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2780;10;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;3876;27;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3351;29;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;3947;20;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2375;18;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2334;21;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;1933;7;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4529;18;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2734;13;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;5055;15;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2911;11;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2854;11;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2417;14;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3181;15;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3252;25;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2527;19;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2304;11;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4288;27;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;1940;16;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4345;33;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3647;22;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;1845;21;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4764;33;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;3809;12;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;3914;14;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2569;18;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;2923;27;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;DESCENDENTE;2978;23;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;2381;21;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;2966;24;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;DESCENDENTE;2674;30;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2566;8;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;DESCENDENTE;3549;22;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2447;7;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2141;15;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2300;21;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;3997;20;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;DESCENDENTE;3101;13;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4851;12;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4798;11;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;DESCENDENTE;3785;27;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2726;23;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2642;12;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;DESCENDENTE;3353;30;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;3032;15;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2535;29;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2576;11;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2344;18;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4521;15;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3030;23;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2435;18;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4188;8;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;DESCENDENTE;3535;38;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2937;14;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2690;11;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4409;13;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4144;16;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2476;21;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;ASCENDENTE;4434;12;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4352;34;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4076;29;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;1713;12;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2495;6;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2506;18;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2662;11;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;3122;23;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;ASCENDENTE;3312;27;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;ASCENDENTE;2192;10;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;DESCENDENTE;2021;24;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;402+760;DESCENDENTE;3008;25;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;FORTALEZA;DESCENDENTE;2349;8;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;VIRÚ;DESCENDENTE;4283;30;0;0
2019;8;AUTOPISTA DEL NORTE S.A.C.;RED VIAL N° 4: TRAMOS VIALES PATIVILCA - SANTA - TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N;HUARMEY;ASCENDENTE;2754;28;0;0
